CMPD_CHEMBLID	CANONICAL_SMILES	PCHEMBL_VALUE	ASSAY_CHEMBLID
CHEMBL3221528	OC1CN(C[C@H](Oc2ncnc3c2cnn3c4c(F)cccc4Cl)C(=O)Nc5ccccn5)C1	4.1	CHEMBL3227002
CHEMBL3221529	OC1CN(C[C@H](Oc2ncnc3c2cnn3c4c(F)cccc4Cl)C(=O)Nc5ccc(F)cn5)C1	4.6	CHEMBL3227002
CHEMBL3221530	OCCOC[C@H](Oc1ncnc2c1cnn2c3c(F)cccc3Cl)C(=O)Nc4ccc(F)cn4	4.5	CHEMBL3227002
CHEMBL3221531	Cc1cnc(NC(=O)[C@H](CN2CC(O)C2)Oc3ncnc4c3cnn4c5c(Cl)cccc5Cl)cn1	4.21	CHEMBL3227002
CHEMBL3233058	Cc1cccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)n1	5	CHEMBL3240911
CHEMBL3233185	CCS(=O)(=O)C[C@@H]1C[C@@H](CC[C@@H]1N2CC[C@H](NC(=O)c3cccc(c3)c4ccccc4)C2=O)N(C)C(C)C	4.22	CHEMBL3243551
CHEMBL3233187	CC(C)N(C)[C@@H]1CC[C@@H]([C@H](CS(=O)(=O)C(C)C)C1)N2CC[C@H](NC(=O)c3cccc(c3)C(C)(C)C)C2=O	4.11	CHEMBL3243551
CHEMBL3234071	CS(=O)(=O)c1ccc(cc1)c2cnc3ccc(nn23)c4cccc(c4)S(=O)(=O)C	6.05	CHEMBL3631371
CHEMBL3234873	CC(C)(O)c1ccc(cc1)c2cc(C(=O)N)c(Nc3cccc(CN4CCOCC4)n3)s2	5.85	CHEMBL3239511
CHEMBL3234874	NC(=O)c1cc(sc1Nc2cccc(CN3CCOCC3)n2)c4ccccc4F	6.79	CHEMBL3239511
CHEMBL3234895	CC(C)(O)COCc1cccc(Nc2sc(cc2C(=O)N)c3c(F)cc(cc3F)C(C)(C)O)n1	4.92	CHEMBL3239511
CHEMBL32363	COC(=O)C1C(CC2CCC1N2C)OC(=O)c3ccccc3	5.14	CHEMBL1676103
CHEMBL3237443	Fc1nccc2c3cnc(Nc4ccc(cn4)N5CCNCC5)nc3n(C6CCCC6)c12	6.14	CHEMBL3240534
CHEMBL3237444	Clc1nccc2c3cnc(Nc4ccc(cn4)N5CCNCC5)nc3n(C6CCCC6)c12	5.7	CHEMBL3240534
CHEMBL3237556	CCc1cccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)n1	5.2	CHEMBL3240911
CHEMBL3237557	CCCc1cccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)n1	5.2	CHEMBL3240911
CHEMBL3237558	N[C@H]1CCCC[C@H]1Nc2cc(Nc3cccc(n3)C4CC4)c(nn2)C(=O)N	5.4	CHEMBL3240911
CHEMBL3237559	CC(C)c1cccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)n1	5.1	CHEMBL3240911
CHEMBL3237560	Cc1nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)ccc1F	4.8	CHEMBL3240911
CHEMBL3237561	Cc1ccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)nc1C	4.7	CHEMBL3240911
CHEMBL3237562	Cc1nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)ccc1Cl	5.4	CHEMBL3240911
CHEMBL3237564	N[C@H]1CCCC[C@H]1Nc2cc(Nc3ccc4CCCc4n3)c(nn2)C(=O)N	5.1	CHEMBL3240911
CHEMBL3237565	COc1ccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)nc1OC	5.3	CHEMBL3240911
CHEMBL3237571	CC(C)(C)c1cccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)n1	5.9	CHEMBL3240911
CHEMBL3237572	CC(C)C[C@H](CN)Nc1cc(Nc2cccc(n2)C(C)(C)C)c(nn1)C(=O)N	5.4	CHEMBL3240911
CHEMBL3237573	CC(C)c1nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)ccc1C	6	CHEMBL3240911
CHEMBL3237574	CCCc1nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)ccc1OC	5.4	CHEMBL3240911
CHEMBL3237575	COc1ccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)nc1C(C)C	5.7	CHEMBL3240911
CHEMBL3237576	COc1ccc(Nc2cc(N[C@@H]3CCOC[C@@H]3N)nnc2C(=O)N)nc1C(C)C	4.8	CHEMBL3240911
CHEMBL3237577	CC(C)c1nc(Nc2cc(NCCN)nnc2C(=O)N)ccc1C	5.2	CHEMBL3240911
CHEMBL3237578	COc1ccc(Nc2cc(NCCN)nnc2C(=O)N)nc1C(C)C	4.9	CHEMBL3240911
CHEMBL3237579	CCCc1nc(Nc2cc(NCCN)nnc2C(=O)N)ccc1OC	5	CHEMBL3240911
CHEMBL3237580	CC(C)c1nc(Nc2cc(N[C@@H]3CCOC[C@@H]3N)nnc2C(=O)N)ccc1F	5.1	CHEMBL3240911
CHEMBL3237581	CC(C)c1nc(Nc2cc(NCCN)nnc2C(=O)N)ccc1F	5.1	CHEMBL3240911
CHEMBL3237713	C[C@@H](O)CN(C)C1CCN(CC1)c2ccc(Nc3ncc4c5ccncc5n([C@@H]6CC[C@@H](C)CC6)c4n3)nn2	6.04	CHEMBL3240534
CHEMBL325109	COc1cc(N)c(Cl)cc1C(=O)NC2CCN(Cc3ccccc3)CC2	6.22	CHEMBL1676103
CHEMBL3260567	Cc1cccc(n1)c2[nH]c(CNc3ccccc3F)nc2c4ccc5ncnn5c4	4.51	CHEMBL3271188
CHEMBL3261919	O=C(N[C@@H](Cc1ccc(cc1)c2ccc(cc2)C#N)C#N)[C@@H]3CCCCN3	5.85	CHEMBL3266700
CHEMBL3261920	CSc1cc(ccc1C#N)c2ccc(C[C@H](NC(=O)[C@@H]3CCCCN3)C#N)cc2	5.57	CHEMBL3266700
CHEMBL3261924	NC1(CCCCC1)C(=O)N[C@@H](Cc2ccc(cc2)c3ccc(cc3)C#N)C#N	5.05	CHEMBL3266700
CHEMBL3261926	NC1(CCOCC1)C(=O)N[C@@H](Cc2ccc(cc2)c3ccc(cc3)C#N)C#N	4.59	CHEMBL3266700
CHEMBL3262132	Cl.C(Oc1cccnc1)[C@H]2CNCCN2c3oc4cccnc4n3	4.14	CHEMBL3268691
CHEMBL3262163	Cl.COc1ccc(NC(=O)N2CCNC[C@@H]2COc3cccnc3)cc1	4.51	CHEMBL3268691
CHEMBL3262358	N[C@H]1CCCC[C@H]1Nc2cc3N=CNC(=O)c3c(Nc4cccc5c(Cl)c[nH]c45)n2	4.7	CHEMBL3268715
CHEMBL3262624	N[C@H]1COCC[C@H]1Nc2cc3C=CNC(=O)c3c(Nc4cccc5cc[nH]c45)n2	4.6	CHEMBL3268715
CHEMBL3262625	Cc1c[nH]c2c(Nc3nc(N[C@@H]4CCCC[C@@H]4N)cc5C=CNC(=O)c35)cccc12	5.09	CHEMBL3268715
CHEMBL3263279	FC(F)(F)c1cnc2CCN(Cc2c1)C(=O)[C@@]34CCO[C@@H]3C[C@H](C4)NC5CCOCC5	4.37	CHEMBL3268528
CHEMBL3263282	FC(F)(F)c1cnc2CCN(Cc2c1)C(=O)[C@@]34CCO[C@@H]3C[C@H](C4)N5CCC(CC5)c6ccccc6	5.24	CHEMBL3268528
CHEMBL3263285	OC(=O)c1cccc(c1)C2CCN(CC2)[C@@H]3C[C@H]4OCC[C@]4(C3)C(=O)N5COc6ccc(cc6C5)C(F)(F)F	4.54	CHEMBL3268528
CHEMBL3263286	CNC(=O)c1cccc(c1)C2CCN(CC2)[C@@H]3C[C@H]4OCC[C@]4(C3)C(=O)N5COc6ccc(cc6C5)C(F)(F)F	5.51	CHEMBL3268528
CHEMBL327946	O=C1[C@H](CCN1Cc2ccccc2)N(Cc3cccnc3)Cc4cncn4Cc5ccc(cc5)C#N	6.06	CHEMBL1027667
CHEMBL327980	Cc1cccc(CCN2CCC(CC2)C(=O)c3ccc(NS(=O)(=O)C)cc3)n1	7.16	CHEMBL3807184
CHEMBL3286436	COc1cc(C#N)c2C=CC(=O)N(CCN3CCC(CC3)NCc4cnc(C)c(c4)C#N)c2c1	5.6	CHEMBL3294033
CHEMBL3287218	Cc1cc(ncn1)c2ccc3[C@@H](CCc3c2)N4CC5(CCN(CC5)C(=O)Cc6cn7cc(C)sc7n6)C4	5.16	CHEMBL3295453
CHEMBL3287739	Cc1cc(nn1C)C(=O)N[C@@H]2CC[C@@H](CC2)NC(=O)c3cc(F)cnc3Oc4cccc(c4)c5ccc(O)cc5CN6CCOCC6	4.5	CHEMBL3292514
CHEMBL3288029	C[C@@H]1CN(Cc2ccc(c(CN3CCOCC3)c2)c4cccc(Oc5ncc(F)cc5C(=O)N[C@@H]6CC[C@@H](CC6)NC(=O)c7nc(C)cs7)c4)C[C@H](C)N1	4.7	CHEMBL3292514
CHEMBL3288030	C[C@@H]1CN(Cc2ccc(c(CN3CCOCC3)c2)c4cccc(Oc5ncc(F)cc5C(=O)N[C@@H]6CC[C@@H](CC6)NC(=O)c7cc(C)ccc7O)c4)C[C@H](C)N1	5.2	CHEMBL3292514
CHEMBL3288810	Cl.COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	6.22	CHEMBL3295909
CHEMBL3288811	Cl.COc1ccc2ncc(F)c(C[C@H](O)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	4.75	CHEMBL3295909
CHEMBL3288854	CN1CCN(CCC(=O)Nc2c(C)[nH]c(\C=C\3/C(=O)Nc4ccc(F)cc34)c2C)CC1	4.73	CHEMBL3296755
CHEMBL3289440	CCOC(=O)N1CCC(CN2CCC3(CC2)CN(c4ncccc34)S(=O)(=O)C)CC1	5.72	CHEMBL3291975
CHEMBL3289442	CCOC(=O)N1CCC(C)(CN2CCC3(CC2)CN(c4ncccc34)S(=O)(=O)C)CC1	5.44	CHEMBL3291975
CHEMBL3289443	COC(=O)N1CCC(C)(CN2CCC3(CC2)CN(c4ncccc34)S(=O)(=O)C)CC1	4.77	CHEMBL3291975
CHEMBL3289444	CC(C)OC(=O)N1CCC(C)(CN2CCC3(CC2)CN(c4ncccc34)S(=O)(=O)C)CC1	5.56	CHEMBL3291975
CHEMBL3289792	Nc1nccn1CC(O)c2ccc(Cl)cc2F	4.22	CHEMBL3296720
CHEMBL3289794	Nc1nccn1CC(O)c2cccc(Cl)c2Cl	4.66	CHEMBL3296720
CHEMBL3289797	Nc1nc(cn1CC(O)c2ccc(Cl)cc2Cl)C3CC3	5.35	CHEMBL3296720
CHEMBL3289798	Nc1nc(cn1CC(O)c2ccc(cc2Cl)C(F)(F)F)c3ccc(F)cc3	4.6	CHEMBL3296720
CHEMBL3289799	Nc1nc2ccccc2n1CC(O)c3ccc(Cl)cc3Cl	4.99	CHEMBL3296720
CHEMBL3289806	CN1CCN(CC1)c2ccc3nc(N)n(CC(O)c4ccc(cc4Cl)C(F)(F)F)c3n2	4.91	CHEMBL3296720
CHEMBL3289807	Nc1nc2ccc(NCC(F)(F)F)nc2n1CC(O)c3ccc(Cl)cc3Cl	5.46	CHEMBL3296720
CHEMBL3289811	Nc1nc2ccc(OC3CCOC3)nc2n1CC(O)c4ccc(cc4Cl)C(F)(F)F	4.78	CHEMBL3296720
CHEMBL3290012	Fc1ccc2c(noc2c1)C3CCN(CCCCNS(=O)(=O)c4cc5ccccc5s4)CC3	5.4	CHEMBL3295404
CHEMBL3290336	COc1ccc2C=CC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2n1	4.64	CHEMBL3610296
CHEMBL3290338	Cc1nc(CNC2CCN(CCN3C(=O)C=Cc4ccc(cc34)C#N)CC2)ccc1C#N	5.28	CHEMBL3294033
CHEMBL3290339	Cc1ncc(CNC2CCN(CCN3C(=O)C=Cc4ccc(cc34)C#N)CC2)cc1C#N	4.59	CHEMBL3294033
CHEMBL3290340	Cc1ncc(CNC2CCN(CCN3C(=O)C=Cc4ncc(F)cc34)CC2)cc1C#N	4.16	CHEMBL3294033
CHEMBL3290341	COc1cnc2C=CC(=O)N(CCN3CCC(CC3)NCc4cnc(C)c(c4)C#N)c2c1	4.3	CHEMBL3294033
CHEMBL3290342	COc1ccc2N(CCN3CCC(CC3)NCc4cnc(C)c(c4)C#N)C(=O)C=Cc2n1	5	CHEMBL3294033
CHEMBL3290343	CN1C(=O)C=CC2=C1C=CC(=O)N2CCN3CCC(CC3)NCc4cnc(C)c(c4)C#N	4.48	CHEMBL3294033
CHEMBL3290344	COc1cnc2C=CC(=O)N(CCN3CCC(CC3)NC(=O)c4cnc(C)c(c4)C#N)c2c1	4.13	CHEMBL3294033
CHEMBL3290345	COc1cnc2C=CC(=O)N(CCN3CCC(CC3)NCc4cnc(OC)c(c4)C#N)c2c1	4.92	CHEMBL3294033
CHEMBL3290346	COc1cnc2C=CC(=O)N(CCN3CCC(CC3)NCc4cnc(C)c(n4)C#N)c2c1	4.16	CHEMBL3294033
CHEMBL3290347	COc1ccc2N=CC(=O)N(CCN3CCC(CC3)NCc4cnc(C)c(c4)C#N)c2n1	4.89	CHEMBL3294033
CHEMBL3290351	COc1cnc2C=CC(=O)N(CCN3CC[C@@H](NCc4cnc(C)c(c4)C#N)[C@@H](F)C3)c2c1	4.05	CHEMBL3294033
CHEMBL329067	O=C1[C@H](CCN1Cc2ccccc2)N(CCCc3ccccc3)Cc4cncn4Cc5ccc(cc5)C#N	7.62	CHEMBL1027667
CHEMBL3291062	CN1C(=O)C=C(N[C@H]2C[C@H]3CC[C@@H](C2)N3C(=O)c4noc(C)c4C)c5cc(F)c(F)cc15	4.8	CHEMBL3296306
CHEMBL3299132	Clc1ccc2OC=C(CC3SC(=O)NC3=O)C(=O)c2c1	6.87	CHEMBL3372547
CHEMBL3301626	Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1c3ccc(F)cc3	5.15	CHEMBL3412492
CHEMBL3305005	COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	5.68	CHEMBL3424851
CHEMBL3305167	COc1ccc2ncc(F)c(C[C@H](O)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	4.75	CHEMBL3607542
CHEMBL3310484	Fc1ccccc1OC(CC2CNC2)c3ccc(Cl)c(F)c3	5.85	CHEMBL3363907
CHEMBL3310485	Fc1cccc(OC(CC2CNC2)c3ccc(Cl)c(F)c3)c1	5.84	CHEMBL3363907
CHEMBL3310798	CCNC(=O)N1CC2(CCN(CC3CCN(CC3)C(=O)OCC)CC2)c4cccnc14	6.64	CHEMBL3380409
CHEMBL3310799	CCOC(=O)N1CCC(CN2CCC3(CC2)CN(C(=O)N(CC)CC)c4ncccc34)CC1	5.6	CHEMBL3380409
CHEMBL3310800	CCOC(=O)N1CCC(CN2CCC3(CC2)CN(C(=O)NC)c4ncccc34)CC1	6.52	CHEMBL3380409
CHEMBL3310801	CCOC(=O)N1CCC(CN2CCC3(CC2)CN(C(=O)N)c4ncccc34)CC1	6.72	CHEMBL3380409
CHEMBL3314349	CN(C)Cc1ccc2CN(CCc2c1)C(=O)c3cc4cc(Cl)ccc4n3C	5.31	CHEMBL3368358
CHEMBL3314352	CN(C)Cc1ccc2CN(CCc2c1)C(=O)c3cc4cc(Br)ncc4n3C	4.51	CHEMBL3368358
CHEMBL3314362	CN(C)Cc1cc2CCN(Cc2cc1C)C(=O)c3cc4cc(Cl)ccc4n3C	4.89	CHEMBL3368358
CHEMBL3314417	CNc1ccc(\C=C\c2c(F)cccc2F)cc1	4.31	CHEMBL3378079
CHEMBL3314420	CNc1ccc(\C=C\c2c(F)cccc2Cl)cc1	4.3	CHEMBL3378079
CHEMBL3314423	CN(C)c1ccc(\C=C\c2c(F)cccc2F)nc1	4.68	CHEMBL3378079
CHEMBL3314424	CN(C)c1ccc(\C=C\c2c(F)cccc2Cl)nc1	4.68	CHEMBL3378079
CHEMBL3314426	CN(C)c1ccc(\C=C\c2c(F)cccc2F)cn1	4.66	CHEMBL3378079
CHEMBL3314429	CN(C)c1ccc(\C=C\c2c(F)cccc2Cl)cn1	4.23	CHEMBL3378079
CHEMBL3314430	CNc1ccc(\C=C\c2c(F)cccc2Cl)cn1	4.7	CHEMBL3378079
CHEMBL3314433	CN(C)c1ncc(\C=C\c2c(F)cccc2F)cn1	4.39	CHEMBL3378079
CHEMBL3318928	Cl.CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@@H](C1)C(=O)N(C2CC2)c3ccc(cn3)C(C)C	5.16	CHEMBL3365826
CHEMBL3318939	Cl.CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@@H](C1)C(=O)N(C2CC2)c3cc(OCCCOC)c(cc3F)C(C)C	5.26	CHEMBL3365826
CHEMBL3318942	Cl.CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@@H](C1)C(=O)N(C2CC2)c3ccc(C(C)C)c(OCCCOC)n3	5.48	CHEMBL3365826
CHEMBL3318982	COc1cnc2C=CC(=O)N(CCN3CCC(CC3)C4C(=O)Nc5ccc(Cl)cc45)c2c1	5.32	CHEMBL3366645
CHEMBL3318983	COc1cnc2C=CC(=O)N(CCN3CCC(CC3)c4nc5cc(ccc5[nH]4)C(F)(F)F)c2c1	6	CHEMBL3366645
CHEMBL3318984	COc1cnc2C=CC(=O)N(CCN3CCN(CC3)c4nc5cc(ccc5[nH]4)C(F)(F)F)c2c1	5	CHEMBL3366645
CHEMBL3318985	COc1cnc2C=CC(=O)N(CCN3CCN(CC3)c4nc5ccccc5[nH]4)c2c1	5.16	CHEMBL3366645
CHEMBL3318986	Fc1cnc2C=CC(=O)N(CCN3CCN(CC3)c4nc5cc(ccc5[nH]4)C(F)(F)F)c2c1	6	CHEMBL3366645
CHEMBL3318989	COc1cnc2C=CC(=O)N(CCN3CCC(CC3)c4nc5cc(Cl)ccc5[nH]4)c2c1	6	CHEMBL3366645
CHEMBL3318990	COc1cnc2C=CC(=O)N(CCN3CCC(CC3)c4nc5cc(ccc5[nH]4)C#N)c2c1	5.35	CHEMBL3366645
CHEMBL3318991	COc1cnc2C=CC(=O)N(CCN3CCC(CC3)c4nc5cc(Cl)c(F)cc5[nH]4)c2c1	5.92	CHEMBL3366645
CHEMBL3318992	COc1cnc2C=CC(=O)N(CCN3CCC(CC3)c4nc5cc(Cl)c(C)cc5[nH]4)c2c1	5.85	CHEMBL3366645
CHEMBL3318993	Cc1cc2[nH]c(nc2cc1Cl)C3CCN(CCN4C(=O)C=Cc5ncc(F)cc45)CC3	5.92	CHEMBL3366645
CHEMBL3318995	COc1cnc2N=CC(=O)N(CCN3CCC(CC3)c4nc5cc(Cl)c(C)cc5[nH]4)c2c1	5	CHEMBL3366645
CHEMBL3318997	COc1cnc2C=CC(=O)N(CCN3CCC(CC3)c4nc5cc(C#N)c(C)cc5[nH]4)c2c1	5	CHEMBL3366645
CHEMBL3318999	O=C1C=Cc2ncc(Oc3cccnc3)cc2N1CCN4CCC(CC4)c5nc6cc(ccc6[nH]5)C#N	5.85	CHEMBL3366645
CHEMBL3319003	COc1cnc2C=CC(=O)N(CCN3CCC(CC3)c4c[nH]c5ccc(cc45)C#N)c2c1	5.7	CHEMBL3366645
CHEMBL3319004	COc1cnc2C=CC(=O)N(CCN3CCC(CC3)c4c[nH]c5cc(ccc45)C(F)(F)F)c2c1	5.75	CHEMBL3366645
CHEMBL3321871	CN1CCN(CC1)c2ccc3nc(Nc4ccc(Br)cn4)[nH]c3c2	5.46	CHEMBL3371912
CHEMBL3321873	CN1CCN(CC1)c2ccc3nc(Nc4ccc(C)cn4)[nH]c3c2	4.9	CHEMBL3371912
CHEMBL3321963	CN1CCN(Cc2ccc3nc(Nc4ccc(cn4)C(F)(F)F)[nH]c3c2)CC1	4.67	CHEMBL3371912
CHEMBL3321968	CN1CCN(CC1)c2cc(Cl)c3nc(Nc4ccc(Br)cn4)[nH]c3c2	5.14	CHEMBL3371912
CHEMBL3321972	CN1CCC(CC1)c2ccc3nc(Nc4ccc(cn4)C(F)(F)F)[nH]c3c2	5.37	CHEMBL3371912
CHEMBL3321980	CN1CCN(CC1)c2cc3[nH]c(Nc4cc(C5CC5)c(F)c(C)n4)nc3cn2	5.06	CHEMBL3371912
CHEMBL3323072	CCOC(=O)c1cccc(n1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7	6.15	CHEMBL3378637
CHEMBL3323073	CCOC(=O)c1cccc(n1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7	6.2	CHEMBL3378637
CHEMBL3323074	CCOC(=O)c1ccnc(c1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7	5.85	CHEMBL3378637
CHEMBL3323075	CCOC(=O)c1ccnc(c1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7	5.92	CHEMBL3378637
CHEMBL3323076	CCOC(=O)c1cncc(c1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7	5.65	CHEMBL3378637
CHEMBL3323077	CCOC(=O)c1cncc(c1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7	5.6	CHEMBL3378637
CHEMBL3323078	CCOC(=O)c1ccc(nc1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7	5.79	CHEMBL3378637
CHEMBL3323079	CCOC(=O)c1ccc(nc1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7	5.55	CHEMBL3378637
CHEMBL3323080	Cn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cccc(n7)C(=O)O	5.06	CHEMBL3378637
CHEMBL3323082	Cn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cc(ccn7)C(=O)O	4.71	CHEMBL3378637
CHEMBL3323084	Cn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cncc(c7)C(=O)O	4.92	CHEMBL3378637
CHEMBL3323086	Cn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7ccc(cn7)C(=O)O	4.02	CHEMBL3583383
CHEMBL3323181	CN1C[C@H](c2ccc3sccc3c2)c4ccc(cc4C1)N5CCOCC5	6	CHEMBL3379378
CHEMBL332826	CN1C(=O)[C@H](NC(=O)\C=C\c2ccc(Cl)cc2Cl)N=C(c3ccccc3)c4ccccc14	5.82	CHEMBL686879
CHEMBL3329684	COc1ccc(C(=O)NC(=O)Nc2ccc3\C(=C\c4[nH]c(C)c(C(=O)NCCN5CCCC5)c4C)\C(=O)Nc3c2)c(F)c1	5.02	CHEMBL3374453
CHEMBL3329813	CC(C(=O)O)c1ccc(CN2CCC(COC(=O)c3c4OCCCn4c5ccccc35)CC2)cc1	4.6	CHEMBL3367333
CHEMBL3329814	OCC(O)CN1CCC(COC(=O)c2c3OCCCn3c4ccccc24)CC1	4.09	CHEMBL3367333
CHEMBL3330060	N[C@@H](CC(=O)N1C[C@@H](F)C[C@H]1C#N)Cc2cc(F)c(F)cc2F	4.01	CHEMBL3370430
CHEMBL3330073	N[C@@H](CC(=O)N1[C@@H](C[C@@H]2CCC[C@H]12)C#N)Cc3cc(F)c(F)cc3F	4.26	CHEMBL3370430
CHEMBL3330442	Clc1ccc(s1)C(=O)NC[C@@H]2OC(=O)N3[C@H]2COc4cc(ccc34)N5CCOCC5=O	4.1	CHEMBL3384134
CHEMBL3330650	OCCONC(=O)c1ccc2cncn2c1Nc3ccc(I)cc3F	5.36	CHEMBL3377716
CHEMBL3330652	OCCONC(=O)c1ccn2cncc2c1Nc3ccc(I)cc3F	5.68	CHEMBL3377716
CHEMBL3330653	OCCONC(=O)c1ncc2cncn2c1Nc3ccc(I)cc3F	5.48	CHEMBL3377716
CHEMBL3330654	C[C@H](O)CONC(=O)c1ncc2cncn2c1Nc3ccc(I)cc3F	5.48	CHEMBL3377716
CHEMBL3330655	C[C@H](CO)CONC(=O)c1ncc2cncn2c1Nc3ccc(I)cc3F	4.85	CHEMBL3377716
CHEMBL3330811	COc1ccc(cc1)N2C=Nc3c(csc3C2=O)c4ccccc4	4.97	CHEMBL3361668
CHEMBL3330823	COc1ccc(cc1)N2C=Nc3c(csc3C2=O)c4ccccc4C	5.01	CHEMBL3361668
CHEMBL3331484	Clc1ccc(CN(C2CC2)C3CNC3)cc1Cl	5.33	CHEMBL3385976
CHEMBL3331502	OC(=O)C(F)(F)F.Clc1cccc(CN(CC2CNC2)c3ccccc3)c1Cl	5.73	CHEMBL3385976
CHEMBL3331503	Cl.CC(C)N(CC1CNC1)Cc2ccc(Cl)c(Cl)c2	5.26	CHEMBL3385976
CHEMBL3338194	CS(=O)(=O)c1ccc(N2C=C(Cl)C(=CC2=O)OC3CCN(CC3)c4ncc(Cl)cn4)c(F)c1	5.85	CHEMBL3382462
CHEMBL3338895	O=C1NC(=O)\C(=C/c2ccccc2OCc3oc(nn3)c4ccccc4)\S1	4.39	CHEMBL3382404
CHEMBL3342693	CC(C)C(=O)NCc1cnc(C(F)F)c(c1)C(=O)Nc2nc(C)c([nH]2)c3ccc(cc3)C(F)(F)F	7.08	CHEMBL3761681
CHEMBL3343216	OC(C1CCN(Cc2ccc(cc2)c3ccccc3)CC1)(c4ccccc4)c5ccccc5	6.68	CHEMBL3390017
CHEMBL3344385	OC(C1CCN(CCCOc2ccc(cc2)c3ccccc3)CC1)(c4ccccc4)c5ccccc5	6.85	CHEMBL3390017
CHEMBL334491	CC(C)(C)N1CCC(CC1)(c2ccccc2)c3ccccc3	6.07	CHEMBL1676103
CHEMBL3350235	Cl.CSc1ccc(cc1)[C@@H]2N=C(OCc3ccc(NS(=O)(=O)C)cc3)N(C)Cc4ccccc24	4.25	CHEMBL684971
CHEMBL3353403	COc1cc(N2CC[C@H](C2)N(C)C)c(NC(=O)C=C)cc1Nc3ncc(Cl)c(n3)c4cnn5ccccc45	5.25	CHEMBL3389028
CHEMBL3353404	COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc2ncc(Cl)c(n2)c3cnn4ccccc34	5.17	CHEMBL3389028
CHEMBL3353405	COc1cc(N2CC(C2)N(C)C)c(NC(=O)C=C)cc1Nc3ncc(Cl)c(n3)c4cnn5ccccc45	5.4	CHEMBL3389028
CHEMBL3353406	COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc2ncc(C#N)c(n2)c3cn(C)c4ccccc34	5.37	CHEMBL3389028
CHEMBL3353407	COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc2ncc(Cl)c(n2)c3cn(C)c4ccccc34	5.13	CHEMBL3389028
