BindingDB MonomerID	Ligand SMILES	IC50_Orexin2_nM
203093	Cc1nc(cs1)-c1cccc(CN2C(CCCC2=O)c2cccc3OCCOc23)c1	229
203094	O=C1CCCC(N1Cc1cccc(c1)-c1ccccc1)c1cccc2OCCOc12	296
203095	COc1cncc(OC)c1C1CCCCC(=O)N1Cc1cccc(c1)-c1csc(C)n1	64
203096	COc1cncc(OC)c1C1CCCCC(=O)N1Cc1cccc(c1)-c1ccccc1	80
203097	COc1cncc(OC)c1C1CCCCC(=O)N1Cc1ccc2n(C)c3ccccc3c2c1	222
203098	COc1cncc(OC)c1C1CCCCC(=O)N1Cc1csc(n1)-c1ccccc1	182
203099	COc1cccc(OC)c1C1CCCC(=O)N1Cc1csc(Oc2ccccc2)n1	172
203100	COc1ccc2nc(C)oc2c1C1CCCC(=O)N1Cc1ccc2ccccc2n1	1030
203101	COc1ccc2ncoc2c1C1CCCC(=O)N1Cc1ccc2ccccc2n1	1805
203102	COc1ccc(Cl)c(OC)c1C1CCCC(=O)N1Cc1cccc(c1)-c1csc(C)n1	115
203103	COc1cccc(OC)c1C1CCC(=O)N1Cc1ccc(Oc2nccs2)cc1	213
203104	Cc1nc(cs1)-c1cccc(CN2C(CCCC2=O)c2ccccc2-c2ccccc2)c1	548
203105	O=C1CCCC(N1Cc1cccc(c1)-c1ccccc1)c1ccccc1-c1ccccc1	722
203106	O=C1CCC(N1Cc1cccc(c1)-c1ccccc1)c1ccccc1-c1ccccc1	533
203107	Cc1nc(cs1)-c1cccc(CN2C(CCC2=O)c2ccccc2-c2ccccc2)c1	462
203108	FC(F)(F)Oc1ccc(CN2C(CCC2=O)c2ccccc2-c2ccccc2)cc1	585
203109	O=C1CCC(N1Cc1csc(n1)-c1ccccc1)c1ccccc1-c1ccccc1	1370
203110	CC1CC(N(Cc2cccc(c2)-c2ccccc2)C1=O)c1ccccc1-c1ccccc1	596
203111	CC1CC(N(Cc2cccc(c2)-c2csc(C)n2)C1=O)c1ccccc1-c1ccccc1	455
203112	CC1CC(N(Cc2ccc(OC(F)(F)F)cc2)C1=O)c1ccccc1-c1ccccc1	457
203113	COc1cccc(OC)c1C1CCC(=O)N1Cc1ccc(Oc2nc(C)cs2)cc1	125
203114	COc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	338
203115	COc1cccc(Cl)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	294
203116	O[C@@H]1C[C@H](N(Cc2ccc(OC(F)(F)F)cc2)C1=O)c1cccc2OCCOc12	5010
203117	COc1cc(F)ccc1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	2210
203118	COc1ccccc1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	568
203119	COc1ccccc1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	901
203120	CCOc1ccccc1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	170
203121	CCOc1ccccc1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	98
203122	COc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	66
203123	COc1cccc(Cl)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	103
203124	COc1cc(F)ccc1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	143
203125	CCOc1ccccc1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	129
203126	COc1cccc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	96
203127	COc1cccc(Cl)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	108
203128	FC(F)(F)Oc1ccc(CN2[C@@H](C[C@H](Cl)C2=O)c2cccc3OCCOc23)cc1	397
203129	COc1cc(F)ccc1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	585
203130	COc1cccc(C)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	887
203131	CCOc1c(F)cccc1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	1680
203132	COc1ccc(F)c(OC)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	742
203133	COc1ccc2ccccc2c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	826
203134	COc1c(F)ccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	1030
203135	COc1ccc(Cl)c(OC)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	920
203136	COc1ccc2ccccc2c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	552
203137	COc1ccc2ccccc2c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	1040
203138	COc1c(F)ccc(F)c1[C@@H]1C[C@@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	1410
203139	COc1ccc(Cl)c(OC)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	444
203140	COc1ccc(Cl)c(OC)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	1020
203141	FC(F)(F)Oc1ccc(CN2[C@@H](C[C@@H](Cl)C2=O)c2cccc3OCCOc23)cc1	1480
203142	COc1cc(F)ccc1[C@@H]1C[C@@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	2150
203143	COc1cccc(F)c1[C@@H]1C[C@@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	1210
203144	COc1cccc(C)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	178
203145	COc1cccc(C)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	126
203146	CCOc1c(F)cccc1[C@@H]1C[C@@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	1760
203147	COc1ccc(F)c(OC)c1[C@@H]1C[C@@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	1790
203148	CCOc1c(F)cccc1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	528
203149	COc1ccc(F)c(OC)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	197
203150	CCOc1c(F)cccc1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	434
203151	COc1ccc(F)c(OC)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	296
203152	CCOc1cccc(F)c1[C@@H]1C[C@@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	184
203153	CCOc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	33
203154	CCOc1cc(F)ccc1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	1360
203155	COc1cccc(OC)c1C1CC(F)(F)C(=O)N1Cc1cccc(c1)-c1ccccc1	81
203156	CCOc1cccc(OC)c1C1CC(F)(F)C(=O)N1Cc1cccc(c1)-c1ccccc1	63
203157	CCOc1ccc(F)c(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	58
203158	CCOc1ccc(F)c(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	35
203159	CCOc1ccc(F)c(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	17
203160	CCOc1cc(F)ccc1[C@@H]1C[C@@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	1630
203161	CCOc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	8
203162	CCOc1cccc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	15
203163	CCOc1cc(F)ccc1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	392
203165	CCOc1ccc(F)c(F)c1[C@@H]1C[C@@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	212
203166	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cnc2ccccc2c1	777
203167	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc2ccccc2n1	474
203168	COc1ccnc(OC)c1C1CC(C)C(=O)N1Cc1cccc(c1)-c1ncc(C)s1	120
203169	COc1ccnc(OC)c1C1CC(C)C(=O)N1Cc1csc(n1)-c1ccc(C)cc1	51
203170	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccnc(c1)-c1ncc(C)s1	51
203171	COc1ccnc(OC)c1C1CC(C)C(=O)N1Cc1ccc2oc3ccccc3c2c1	13
203172	COc1cccc(OC)c1C1CC(F)(F)C(=O)N1Cc1ccc2oc3ccccc3c2c1	19
203173	COc1ccnc(OC)c1C1CC(C)C(=O)N1Cc1cccc(c1)-c1ccccc1	113
203174	COc1ccnc(OC)c1C1CC(C)C(=O)N1Cc1cccc(c1)-c1nc(Cl)cs1	103
203175	COc1cccc(OC)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc2oc3ccccc3c2c1	4
203176	COc1cccc(F)c1C1CC(C)C(=O)N1Cc1cnc2ccccc2c1	1260
203177	COc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccc2ccccc2n1	334
203178	COc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccnc(c1)-c1ncc(C)s1	12
203179	COc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccnc(c1)-n1cccn1	87
203180	COc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccc2oc3ccccc3c2c1	6
203181	COc1cccc(F)c1C1CC(C)C(=O)N1Cc1csc(n1)-c1ccc(C)cc1	49
203182	COc1cccc(F)c1C1CC(C)C(=O)N1Cc1cccc(c1)-c1ncc(C)s1	11
203183	COc1cccc(F)c1C1CC(C)C(=O)N1Cc1cccc(c1)-c1nc(Cl)cs1	9
203184	COc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccnc(c1)-c1nc(C)cs1	8
203185	COc1cccc(OC)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc2oc3ccccc3c2c1	1
203186	COc1cccc(OC)c1[C@@H]1C[C@@H](F)C(=O)N1Cc1ccc2oc3ccccc3c2c1	40
203187	COc1cccc(OC)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc2oc3ccccc3c2c1	5
203188	CCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	30
203189	CCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1cccc(OC(F)(F)F)c1	19
203190	CCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccc(OC(F)(F)F)c(F)c1	115
203191	CCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccc(OC(F)F)cc1	65
203192	CCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1cccc(OC(F)F)c1	41
203193	CCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccc(OC(F)F)c(Cl)c1	65
203194	CCOc1cccc(CN2C(CC(C)C2=O)c2c(F)cccc2OCC)c1	25
203195	CCCOc1ccc(CN2C(CC(C)C2=O)c2c(F)cccc2OCC)cc1	95
203196	CCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1cnc2ccccc2c1	690
203197	CCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccc2ccccc2n1	71
203198	CCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccnc(c1)-c1ncc(C)s1	2
203199	CCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccnc(c1)-n1cccn1	9
203200	CCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccc2oc3ccccc3c2c1	2
203201	CCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1csc(n1)-c1ccc(C)cc1	9
203202	CCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1cccc(c1)-c1ncc(C)s1	2
203203	CCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1cccc(c1)-c1nc(Cl)cs1	2
203204	CCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccnc(c1)-c1nc(C)cs1	2
203205	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc2n(C)c3ccccc3c2c1	111
203206	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cc2ccccc2n1C	132
203207	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cc2ccccc2[nH]1	1190
203208	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cc2cc(F)ccc2n1C	142
203209	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc2n(C)ccc2c1	529
203210	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc2[nH]ccc2c1	1780
203211	CC(C)Oc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	77
203212	COc1cccc(F)c1[C@@H]1C[C@@H](F)C(=O)N1Cc1ccc2oc3ccccc3c2c1	7
203213	COc1cccc(F)c1[C@@H]1C[C@@H](Cl)C(=O)N1Cc1ccc2oc3ccccc3c2c1	29
203214	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc(OC(C)C)cc1	370
203215	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc(SC(F)(F)F)cc1	428
203216	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc(OC(F)(F)C(F)F)cc1	124
203217	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc(OC(F)(F)F)c(F)c1	183
203218	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc(OC(F)F)c(Cl)c1	155
203219	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc(OC(F)F)cc1	621
203220	COc1ccc(OC(F)(F)F)cc1CN1C(CC(C)C1=O)c1c(OC)cccc1OC	449
203221	COc1ccc(CN2C(CC(C)C2=O)c2c(OC)cccc2OC)cc1OC(F)(F)F	513
203222	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccccc1OC(F)(F)F	87
203223	COc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc2oc3ccccc3c2c1	2
203224	CC(C)Oc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	11
203225	COc1cccc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc2oc3ccccc3c2c1	5
203226	CC(C)Oc1cccc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	25
203227	COc1cccc(F)c1C1CC(F)(F)C(=O)N1Cc1ccc2oc3ccccc3c2c1	12
203228	CC(C)Oc1cccc(F)c1C1CC(F)(F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	98
203229	COc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc2oc3ccccc3c2c1	4
203230	CC(C)Oc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	68
203231	CC1CC(N(Cc2ccc(OC(F)(F)F)cc2)C1=O)c1c(F)cccc1OCCF	44
203232	CCCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	291
203233	CC1CC(N(Cc2ccc(OC(F)(F)F)cc2)C1=O)c1c(F)cccc1OCCO	59
203234	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cccc(OCC(F)(F)F)c1	110
203235	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc(OCC(F)(F)F)cc1	323
203236	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cccc(OCC(F)F)c1	173
203237	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc(OCC(F)F)cc1	549
203238	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cccc(OCCF)c1	237
203239	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc(OCCF)cc1	1040
203240	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cccc(OC(C)C)c1	93
203241	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cccc(OC(F)(F)C(F)F)c1	13
203242	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc(OC(F)F)c(OC)c1	235
203243	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc2sc3ccccc3c2c1	8
203244	CCOc1cccc(Cl)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	75
203245	CCOc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)c(F)c1	53
203246	CCOc1cccc(F)c1C1CC(O)C(=O)N1Cc1ccc(OC(F)(F)F)c(Cl)c1	15
203247	COc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1cccc(OC(F)(F)F)c1	152
203248	CCOc1cc(F)cc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	255
203249	O[C@@H]1C[C@H](N(Cc2ccc(OC(F)(F)F)cc2)C1=O)c1c(F)cccc1OCCF	57
203250	CCOc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccccc1OC(F)(F)F	3920
203251	CCOc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)c(F)c1	21
203252	CCOc1cccc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)c(F)c1	30
203253	CCOc1cccc(Cl)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	31
203254	CCOc1cccc(Cl)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	46
203255	CCOc1cc(F)cc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	37
203256	CCOc1cc(F)cc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	63
203257	CCc1nc2ccc(OC)c(C3CCCC(=O)N3Cc3cccc(c3)-c3csc(C)n3)c2o1	33
203258	COc1ccc2OCCOc2c1C1CCCC(=O)N1Cc1cccc(c1)-c1csc(C)n1	13
203259	COc1ccc2OCCOc2c1C1CCCC(=O)N1Cc1cccc(c1)-c1ncc(C)s1	8
203260	COc1ccc2ccccc2c1C1CCCC(=O)N1Cc1cccc(c1)-c1ncccn1	90
203261	COc1ccc2ccccc2c1C1CCCC(=O)N1Cc1cccc(c1)-c1ncc(C)s1	59
203262	COc1ccc2ccccc2c1C1CCCC(=O)N1Cc1cccc(Oc2ccccc2)c1	92
203263	COc1ccc2OCOc2c1C1CCCC(=O)N1Cc1cccc(c1)-c1csc(C)n1	11
203264	COc1ccc2OCOc2c1C1CCCC(=O)N1Cc1ccc(OC(F)(F)F)cc1	23
203265	O=C1CCCCC(N1Cc1cccc(c1)-c1nccs1)c1ccccc1-c1ccncc1	15
203266	O=C1CCCCC(N1Cc1cccc(c1)-c1nccs1)c1ccccc1-c1cncs1	19
203267	O=C1CCCCC(N1Cc1cccc(c1)-c1nccs1)c1ccccc1-c1cscn1	15
203268	O=C1CCCCC(N1Cc1cccc(c1)-c1nccs1)c1ccccc1-c1cccnc1	93
203269	O=C1CCCCC(N1Cc1cccc(c1)-c1nccs1)c1ccccc1-c1ccccc1	77
203270	COc1ccc2ncoc2c1C1CCCC(=O)N1Cc1cccc(c1)-c1csc(C)n1	102
203271	O=C1CCCC(N1Cc1cccc(c1)-c1ccccc1)c1ccnn1-c1ccccc1	716
203272	COc1ccc2OCOc2c1C1CCCC(=O)N1Cc1cccc(c1)-c1ccccc1	30
203273	COc1ccc2OCOc2c1C1CCCC(=O)N1Cc1cccc(Oc2ccccc2)c1	14
203274	COc1ccc2OCOc2c1C1CCCC(=O)N1Cc1csc(n1)-c1ccccc1	40
203275	COc1cccc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1cccc(OC(F)(F)F)c1	22
203276	CCOc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)c(Cl)c1	4
203277	CCOc1cccc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)c(Cl)c1	22
203278	COc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1cccc(OC(F)(F)F)c1	93
203279	COc1c(F)ccc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	219
203280	COc1c(F)ccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	405
203281	COc1ccnc(OC)c1C1CC(C)C(=O)N1Cc1cccc(c1)-c1csc(C)n1	113
221302	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCOc2ccccc2)c1	984
221303	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCc2cccc(F)c2)c1	1780
221304	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCc2ccccc2)c1	1277
221305	Cc1nc2ccccc2n1CCn1cc(NC(=O)c2ncoc2-c2cccc(C)c2)cn1	176
221306	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCNc2ccc(F)cn2)c1	471
221307	Cc1ccc(NCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)nc1	1040
221308	COc1cccc(CCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)c1	399
221309	COc1cccc(OCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)c1	514
221310	COc1cc(OC)nc(OCCn2cc(NC(=O)c3ncoc3-c3ccccc3)cn2)n1	29
221311	COc1cc(OC)nc(OCCn2cc(NC(=O)c3ncoc3-c3cccc(F)c3)cn2)n1	53
221312	COc1cc(OC)nc(OCCn2cc(NC(=O)c3ncoc3-c3cccc(c3)N(C)C)cn2)n1	154
221313	COc1cc2ccn(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2cc1OC	28
221314	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCCN2CCc3ccccc23)c1	502
221315	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCNc2cc(F)ccn2)c1	379
221316	COc1ccnc(NCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)c1	254
221317	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCN2CCc3ccccc23)c1	368
221318	COc1cc(OC)nc(NCCn2cc(NC(=O)c3ncoc3-c3cccc(c3)N3CCCC3)cn2)n1	201
221319	COc1cc(OC)nc(NCCn2cc(NC(=O)c3ncoc3-c3cccc(c3)N3CCOCC3)cn2)n1	134
221320	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCCn2ccc3ccccc23)c1	389
221321	COc1cnc(NCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)nc1OC	870
221322	COc1ccc2N(CCCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)CCc2c1	1830
221323	COc1ccc2CCN(CCCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2c1	247
221324	COc1cc(OC)nc(NCCn2cc(NC(=O)c3ncoc3-c3ccncn3)cn2)n1	9020
221325	COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4ccc(C)c(C)c4)cn3)c2c1	51
221326	COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4ccc(C)c(OC)c4)cn3)c2c1	146
221327	COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4cccc(F)c4)cn3)c2c1	6
221328	COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4ccccc4)cn3)c2c1	2
221329	COc1ccc(cc1)-c1ocnc1C(=O)Nc1cnn(CCc2c[nH]c3ccc(OC)cc23)c1	35
221330	COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4ccccc4F)cn3)c2c1	7
221331	COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncsc4-c4cccc(C)c4)cn3)c2c1	30
221332	COc1cc2ccn(CCn3cc(NC(=O)c4ncoc4-c4ccc(C)c(C)c4)cn3)c2cc1OC	24
221333	COc1cc(ccc1C)-c1ocnc1C(=O)Nc1cnn(CCn2ccc3cc(OC)c(OC)cc23)c1	110
221334	COc1cc2ccn(CCn3cc(NC(=O)c4ncoc4-c4cccc(F)c4)cn3)c2cc1OC	146
221335	COc1cc2ccn(CCn3cc(NC(=O)c4ncoc4-c4ccccc4)cn3)c2cc1OC	343
221336	COc1ccc(cc1)-c1ocnc1C(=O)Nc1cnn(CCn2ccc3cc(OC)c(OC)cc23)c1	233
221337	COc1cc2ccn(CCn3cc(NC(=O)c4ncoc4-c4ccccc4F)cn3)c2cc1OC	287
221338	COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4cccc(OC(F)(F)F)c4)cn3)c2c1	13
221339	COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4cccc(c4)C(F)(F)F)cn3)c2c1	16
221340	COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4cccc(Cl)c4)cn3)c2c1	2
221341	COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4cccc(c4)-c4ccccc4)cn3)c2c1	73
221342	COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4ccc(cc4)C(F)(F)F)cn3)c2c1	594
221343	COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncsc4-c4ccccc4)cn3)c2c1	65
221344	COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncsc4-c4cccc(Cl)c4)cn3)c2c1	20
221345	COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncsc4-c4ccc(C)c(C)c4)cn3)c2c1	225
221346	COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncsc4-c4ccc(OC)nc4)cn3)c2c1	235
221347	COc1ccc2[nH]cc(CCn3cnc(NC(=O)c4ncoc4-c4cccc(C)c4)c3)c2c1	27
221348	COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4cc(C)no4)cn3)c2c1	17
221349	COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4ccon4)cn3)c2c1	53
221350	Cc1nc2ccccc2n1CCn1cc(NC(=O)c2ncoc2-c2ccccc2)cn1	597
221351	Cc1nc2ccccc2n1CCn1cc(NC(=O)c2ncoc2-c2ccc(C)c(C)c2)cn1	757
221352	COc1cc(ccc1C)-c1ocnc1C(=O)Nc1cnn(CCn2c(C)nc3ccccc23)c1	3800
221353	COc1cc(OC)nc(NCCn2cc(NC(=O)c3ncoc3-c3ccc(C)c(C)c3)cn2)n1	51
221354	COc1cc(OC)nc(NCCn2cc(NC(=O)c3ncoc3-c3ccc(C)c(OC)c3)cn2)n1	238
221355	COc1cc(OC)nc(NCCn2cc(NC(=O)c3ncoc3-c3cccc(c3)C#N)cn2)n1	353
